rxn	name	ec	pathway	pathway.name	subsystem	gapseq
CATECHOL-2-3-DIOXYGENASE-RXN	Methylcatechol 2,3-dioxygenase	1.13.11.2	|TOLUENE-DEG-2-OH-PWY|	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn00587 rxn02861 rxn03607 rxn03704 rxn03706 rxn07602 rxn21499 rxn21500
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase	3.7.1.25	|TOLUENE-DEG-2-OH-PWY|	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
O-CRESOL-METHYLCATECHOL-RXN	2-methylphenol 6-monooxygenase	1.14.13.243	|TOLUENE-DEG-2-OH-PWY|	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
TOLUENE-2-MONOOXYGENASE-RXN	toluene ortho-monooxygenase	1.14.13.243	|TOLUENE-DEG-2-OH-PWY|	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
M-CRESOL-METHYLCATECHOL-RXN	m-cresol-methylcatechol	1.14.13.236	|TOLUENE-DEG-3-OH-PWY|	toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	|TOLUENE-DEG-3-OH-PWY|	toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
RXN-11219	4-methylcatechol 2,3-dioxygenase	1.13.11.2	|TOLUENE-DEG-3-OH-PWY|	toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn00587 rxn02861 rxn03607 rxn03704 rxn03706 rxn07602 rxn21499 rxn21500
RXN-20763	2-hydroxymuconate semialdehyde hydrolase	3.7.1.25	|TOLUENE-DEG-3-OH-PWY|	toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
RXN-20764	RXN-20764	4.2.1.80	|TOLUENE-DEG-3-OH-PWY|	toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn01893 rxn03272 rxn03609 rxn04095 rxn12708 rxn17400
RXN-12735	RXN-12735	4.1.3.43	|TOLUENE-DEG-3-OH-PWY|	toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	|TOLUENE-DEG-4-OH-PWY|	toluene degradation to 4-methylphenol	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	toluene monooxygenase	1.14.15.26	|TOLUENE-DEG-CATECHOL-PWY|	toluene degradation to benzoate	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
BENZYL-ALC-DEHYDROGENASE-RXN	benzyl alcohol dehydrogenase	1.1.1.90	|TOLUENE-DEG-CATECHOL-PWY|	toluene degradation to benzoate	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn01293 rxn01597 rxn01902 rxn02996 rxn03547 rxn03594 rxn03649 rxn03650 rxn19186 rxn25928 rxn32160
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28	|TOLUENE-DEG-CATECHOL-PWY|	toluene degradation to benzoate	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930
CATECHOL-2-3-DIOXYGENASE-RXN	Methylcatechol 2,3-dioxygenase	1.13.11.2	|TOLUENE-DEG-DIOL-PWY|	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn00587 rxn02861 rxn03607 rxn03704 rxn03706 rxn07602 rxn21499 rxn21500
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase	3.7.1.25	|TOLUENE-DEG-DIOL-PWY|	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	""
TOLUENE-DIOXYGENASE-RXN	toluene 1,2-dioxygenase	1.14.12.11	|TOLUENE-DEG-DIOL-PWY|	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn02539 rxn16013 rxn16014
TOLUENE-DIOL-DEHYDROGENASE-RXN	cis-toluene dihydrodiol dehydrogenase	1.3.1.19	|TOLUENE-DEG-DIOL-PWY|	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,TOLUENE-DEG	rxn00583 rxn02860 rxn03655 rxn04647 rxn04672 rxn07517
TRE6PHYDRO-RXN	trehalose-6-phosphate hydrolase	3.2.1.93	|TREDEGLOW-PWY|	trehalose degradation I (low osmolarity)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,Trehalose-Degradation	rxn00606 rxn07049 rxn15074
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2	|TREDEGLOW-PWY|	trehalose degradation I (low osmolarity)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,Trehalose-Degradation	rxn00216 rxn01169 rxn15249
TREHALOSEPHOSPHA-RXN	TREHALOSEPHOSPHA-RXN	3.1.3.12	|TREHALOSESYN-PWY|	trehalose biosynthesis III	Metabolic-Regulators,Organic-solutes-Biosynthesis,Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Trehalose-biosynthesis	rxn02004 rxn26560 rxn26561 rxn26562 rxn26563 rxn26564
2.4.1.36-RXN	GDP-glucose trehalose-6-phosphate synthase	2.4.1.36	|TREHALOSESYN-PWY|	trehalose biosynthesis III	Metabolic-Regulators,Organic-solutes-Biosynthesis,Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Trehalose-biosynthesis	rxn01561 rxn15310 rxn15311
TREHALOSE6PSYN-RXN	trehalose-6-phosphate synthase	2.4.1.15	|TRESYN-PWY|	trehalose biosynthesis I	Metabolic-Regulators,Organic-solutes-Biosynthesis,Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Trehalose-biosynthesis	rxn00605 rxn12303 rxn15362 rxn27383
TREHALOSEPHOSPHA-RXN	trehalose-6-phosphate phosphatase	3.1.3.12	|TRESYN-PWY|	trehalose biosynthesis I	Metabolic-Regulators,Organic-solutes-Biosynthesis,Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Trehalose-biosynthesis	rxn02004 rxn26560 rxn26561 rxn26562 rxn26563 rxn26564
PHOSPHATIDATE-PHOSPHATASE-RXN	phosphatidate phosphatase	3.1.3.4	|TRIGLSYN-PWY|	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis,Lipid-Biosynthesis	rxn04376 rxn04377 rxn04378 rxn06138 rxn06610 rxn09062 rxn09063 rxn09064 rxn09065 rxn09066 rxn09067 rxn09068 rxn10238 rxn10239 rxn10240 rxn10241 rxn10242 rxn10243 rxn20571 rxn20572 rxn32013 rxn33922 rxn33923 rxn33924
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	acyl-CoA:diacylglycerol acyltransferase	2.3.1.20/2.3.1.124	|TRIGLSYN-PWY|	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis,Lipid-Biosynthesis	rxn06145 rxn06223 rxn16316 rxn19468 rxn36690 rxn36691
RXN-1381	glycerol-3-phosphate-O-acyltransferase	2.3.1.15	|TRIGLSYN-PWY|	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis,Lipid-Biosynthesis	rxn05269 rxn05901 rxn06191 rxn07173 rxn08546 rxn08547 rxn08548 rxn08549 rxn08550 rxn08551 rxn08552 rxn10202 rxn10203 rxn10204 rxn10205 rxn10206 rxn10207 rxn10208 rxn10209 rxn10210 rxn10410 rxn14401 rxn20934 rxn23669 rxn28231 rxn28237 rxn28967 rxn28970 rxn28974 rxn33922 rxn33923 rxn33924 rxn33925 rxn33926 rxn33928 rxn33930
RXN-1623	lysophosphatidate acyltransferase	2.3.1.51	|TRIGLSYN-PWY|	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis,Lipid-Biosynthesis	rxn05254 rxn06140 rxn06141 rxn06235 rxn08083 rxn08084 rxn08085 rxn08086 rxn08087 rxn08088 rxn08089 rxn10211 rxn10212 rxn10213 rxn10214 rxn10215 rxn10216 rxn10217 rxn10218 rxn10219 rxn10403 rxn14402 rxn16846 rxn23713 rxn26357 rxn26444 rxn28973 rxn33922 rxn33923 rxn33924 rxn33925 rxn33926 rxn33928 rxn33930 rxn37217 rxn37219
RXN-1641	phospholipid:diacylglycerol acyltransferase	2.3.1.158	|TRIGLSYN-PWY|	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis,Lipid-Biosynthesis	rxn06901 rxn17462 rxn23718
RXN-12383	diacylglycerol transacylase	""	|TRIGLSYN-PWY|	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis,Lipid-Biosynthesis	""
RXN-12959	diacylglycerol kinase (CTP)	2.7.1.174	|TRIGLSYN-PWY|	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis,Lipid-Biosynthesis	rxn16789 rxn23276
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06432 rxn19182 rxn38045
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06435 rxn19348 rxn38065
GLUTAMINE--TRNA-LIGASE-RXN	glutaminyl-tRNA synthetase	6.1.1.18	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06437 rxn19832
GLURS-RXN	glutamate-tRNA ligase	6.1.1.17	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06937 rxn19824 rxn27884 rxn34011
ISOLEUCINE--TRNA-LIGASE-RXN	isoleucine-tRNA ligase	6.1.1.5	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06440 rxn19948 rxn38160
LEUCINE--TRNA-LIGASE-RXN	leucine-tRNA ligase	6.1.1.4	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06441 rxn20029 rxn38165
VALINE--TRNA-LIGASE-RXN	valine-tRNA ligase	6.1.1.9	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06449 rxn27438
ALANINE--TRNA-LIGASE-RXN	alanine-tRNA ligase	6.1.1.7	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06300 rxn19082 rxn27696 rxn38027
ASPARAGINE--TRNA-LIGASE-RXN	asparaginyl-tRNA synthetase	6.1.1.22	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06434 rxn19209 rxn27721 rxn38047
ASPARTATE--TRNA-LIGASE-RXN	aspartate-tRNA ligase	6.1.1.12	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06936 rxn19211 rxn27722 rxn38048
TYROSINE--TRNA-LIGASE-RXN	tyrosine-tRNA ligase	6.1.1.1	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06280 rxn27399 rxn38819
TRYPTOPHAN--TRNA-LIGASE-RXN	tryptophan-tRNA ligase	6.1.1.2	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06448 rxn27394 rxn29937 rxn38817
THREONINE--TRNA-LIGASE-RXN	threonine-tRNA ligase	6.1.1.3	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06447 rxn27324
SERINE--TRNA-LIGASE-RXN	L-serine:tRNASer ligase (AMP-forming)	6.1.1.11	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06446 rxn09249 rxn11747 rxn26009 rxn27105 rxn31730 rxn38524 rxn38707
PROLINE--TRNA-LIGASE-RXN	proline-tRNA ligase	6.1.1.15	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06445 rxn20616
PHENYLALANINE--TRNA-LIGASE-RXN	phenylalanine-tRNA ligase	6.1.1.20	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06444 rxn20537 rxn28061 rxn38255
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06443 rxn06781 rxn20194 rxn27995
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169
HISTIDINE--TRNA-LIGASE-RXN	histidine-tRNA ligase	6.1.1.21	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06439 rxn19894 rxn38149
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06438 rxn19854 rxn27908 rxn38125
RXN-16165	methionine-tRNA ligase	6.1.1.10	|TRNA-CHARGING-PWY|	tRNA charging	Metabolic-Clusters,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06443 rxn06781 rxn20194 rxn27995
KYNURENINASE-RXN	kynureninase	3.7.1.3	|TRPCAT-PWY|	L-tryptophan degradation I (via anthranilate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00728 rxn01930 rxn02767 rxn13182 rxn19993
ARYLFORMAMIDASE-RXN	kynurenine formamidase	3.5.1.9	|TRPCAT-PWY|	L-tryptophan degradation I (via anthranilate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00729 rxn01437 rxn03362 rxn19202
RXN-8665	tryptophan dioxygenase	1.13.11.11/1.13.11.52	|TRPCAT-PWY|	L-tryptophan degradation I (via anthranilate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00478 rxn01949 rxn02082 rxn02592 rxn05090 rxn25058 rxn25059
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan aminotransferase	2.6.1.27	|TRPIAACAT-PWY|	indole-3-acetate biosynthesis VI (bacteria)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,HORMONE-SYN,Plant-Hormone-Biosynthesis,Auxin-Biosynthesis	rxn00483 rxn01947 rxn06810
4.1.1.74-RXN	indolepyruvate decarboxylase	4.1.1.74	|TRPIAACAT-PWY|	indole-3-acetate biosynthesis VI (bacteria)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,HORMONE-SYN,Plant-Hormone-Biosynthesis,Auxin-Biosynthesis	rxn01450
INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	indole-3-acetaldehyde oxidase	1.2.3.7	|TRPIAACAT-PWY|	indole-3-acetate biosynthesis VI (bacteria)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,HORMONE-SYN,Plant-Hormone-Biosynthesis,Auxin-Biosynthesis	rxn01940 rxn11964 rxn31665
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan transaminase	2.6.1.27	|TRPKYNCAT-PWY|	L-tryptophan degradation IV (via indole-3-lactate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00483 rxn01947 rxn06810
INDOLELACTATE-DEHYDROGENASE-RXN	indole-3-pyruvate reductase	1.1.1.110/1.1.1.222	|TRPKYNCAT-PWY|	L-tryptophan degradation IV (via indole-3-lactate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869
IGPSYN-RXN	indole-3-glycerol phosphate synthase	4.1.1.48	|TRPSYN-PWY|	L-tryptophan biosynthesis	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TRYPTOPHAN-BIOSYNTHESIS	rxn02507 rxn30035 rxn33993
PRAISOM-RXN	phosphoribosylanthranilate isomerase	5.3.1.24	|TRPSYN-PWY|	L-tryptophan biosynthesis	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TRYPTOPHAN-BIOSYNTHESIS	rxn02508 rxn33992
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18	|TRPSYN-PWY|	L-tryptophan biosynthesis	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TRYPTOPHAN-BIOSYNTHESIS	rxn00791 rxn33991
ANTHRANSYN-RXN	anthranilate synthase	4.1.3.27	|TRPSYN-PWY|	L-tryptophan biosynthesis	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TRYPTOPHAN-BIOSYNTHESIS	rxn00726 rxn00727 rxn33991
RXN0-2382	tryptophan synthase beta subunit dimer	4.2.1.122	|TRPSYN-PWY|	L-tryptophan biosynthesis	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TRYPTOPHAN-BIOSYNTHESIS	rxn00474
RXN0-2381	indoleglycerol phosphate aldolase	4.1.2.8	|TRPSYN-PWY|	L-tryptophan biosynthesis	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TRYPTOPHAN-BIOSYNTHESIS	rxn01682
6.3.1.9-RXN	trypanothione synthetase	6.3.1.9	|TRYPANOSYN-PWY|	trypanothione biosynthesis	Biosynthesis,Polyamine-Biosynthesis	rxn01403 rxn02706 rxn12042 rxn12043 rxn12044 rxn12045
RXN-15124	RXN-15124	""	|TRYPDEG-PWY|	L-tryptophan degradation II (via pyruvate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	""
RXN-15127	2-iminopropanoate deaminase	3.5.99.10	|TRYPDEG-PWY|	L-tryptophan degradation II (via pyruvate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	""
RXN-15578	tryptophanase	4.1.99.1	|TRYPDEG-PWY|	L-tryptophan degradation II (via pyruvate)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00473 rxn30000 rxn30065
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	4-hydroxyphenylpyruvate dioxygenase	1.13.11.27	|TYRFUMCAT-PWY|	L-tyrosine degradation I	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TYROSINE-DEG	rxn00999 rxn01827
HOMOGENTISATE-12-DIOXYGENASE-RXN	homogentisate oxygenase	1.13.11.5	|TYRFUMCAT-PWY|	L-tyrosine degradation I	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TYROSINE-DEG	rxn01825
MALEYLACETOACETATE-ISOMERASE-RXN	maleylacetoacetate isomerase	5.2.1.2	|TYRFUMCAT-PWY|	L-tyrosine degradation I	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TYROSINE-DEG	rxn02276 rxn02728
FUMARYLACETOACETASE-RXN	fumarylacetoacetate hydrolase	3.7.1.2	|TYRFUMCAT-PWY|	L-tyrosine degradation I	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TYROSINE-DEG	rxn00993 rxn33228
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	|TYRFUMCAT-PWY|	L-tyrosine degradation I	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TYROSINE-DEG	rxn00483 rxn01947 rxn06810
PREPHENATEDEHYDROG-RXN	prephenate dehydrogenase	1.3.1.12	|TYRSYN|	L-tyrosine biosynthesis I	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TYROSINE-SYN	rxn01268
CHORISMATEMUT-RXN	chorismate mutase	5.4.99.5	|TYRSYN|	L-tyrosine biosynthesis I	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TYROSINE-SYN	rxn01256
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	|TYRSYN|	L-tyrosine biosynthesis I	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,TYROSINE-SYN	rxn00483 rxn01947 rxn06810
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	glucosamine-fructose-6-phosphate aminotransferase	2.6.1.16/5.3.1.19	|UDPNACETYLGALSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis II	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn00555 rxn15064
GLUCOSAMINEPNACETYLTRANS-RXN	glucosamine-6-phosphate N-acetyltransferase	2.3.1.4	|UDPNACETYLGALSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis II	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn01483
PHOSACETYLGLUCOSAMINEMUT-RXN	N-acetylglucosamine-phosphate mutase	5.4.2.3/2.7.5.2	|UDPNACETYLGALSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis II	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn01505 rxn33285 rxn33287 rxn33502
NAG1P-URIDYLTRANS-RXN	UDP-N-acetylglucosamine pyrophosphorylase	2.7.7.23	|UDPNACETYLGALSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis II	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn00293 rxn28025 rxn32390
PGLUCISOM-RXN	phosphoglucose isomerase	5.3.1.9	|UDPNACETYLGALSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis II	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2	|UDPNACETYLGALSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis II	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn00216 rxn01169 rxn15249
NAG1P-URIDYLTRANS-RXN	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	|UDPNAGSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis I	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn00293 rxn28025 rxn32390
2.3.1.157-RXN	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	|UDPNAGSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis I	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn03638 rxn33581
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	glutamine-fructose-6-phosphate transaminase	2.6.1.16/5.3.1.19	|UDPNAGSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis I	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn00555 rxn15064
5.4.2.10-RXN	phosphoglucosamine mutase	5.4.2.10	|UDPNAGSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis I	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn01485 rxn32446
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9	|UDPNAGSYN-PWY|	UDP-N-acetyl-D-glucosamine biosynthesis I	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,SUGAR-NUCLEOTIDES,UDP-Sugar-Biosynthesis,UDP-NAc-Glucosamine-Biosynthesis	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760
